"ID","sample","City","Treatment","Dilution","Packaging","Packaging_samples","Lean","Blinded_Store","Store","Raw_paired_reads","QC_filtered_reads","nonhost_filtered_reads","amrplusplus_counts","Samdedup_amrplusplus_counts","deduped_SNP_confirmed_counts","resistome_raw_mapped_reads","resistome_CSS_counts","AMR_class_Richness","AMR_class_Shannon","AMR_mech_Richness","AMR_mech_Shannon","Level","Value"
"13","FC.113A_concatenated","FC_113","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",90,"Store2","RWAGrocers",34644683,33386392,167830,20435,5764,9628,9625,98214.2857142858,9,0.746955154715917,15,0.777374932950924,"Class",9
"14","FC.113A_concatenated","FC_113","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",90,"Store2","RWAGrocers",34644683,33386392,167830,20435,5764,9628,9625,98214.2857142858,9,0.746955154715917,15,0.777374932950924,"Mechanism",15
"15","FC.113A_concatenated","FC_113","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",90,"Store2","RWAGrocers",34644683,33386392,167830,20435,5764,9628,9625,98214.2857142858,9,0.746955154715917,15,0.777374932950924,"Group",33
"16","FC.113A_concatenated","FC_113","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",90,"Store2","RWAGrocers",34644683,33386392,167830,20435,5764,9628,9625,98214.2857142858,9,0.746955154715917,15,0.777374932950924,"Gene",124
"17","FC.122A1in2_concatenated","FC_122","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",85,"Store4","Sprouts",59222209,57116177,146919,16361,9708,12514,12514,219543.859649123,9,0.0624124536368027,14,0.0716643505368754,"Class",9
"18","FC.122A1in2_concatenated","FC_122","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",85,"Store4","Sprouts",59222209,57116177,146919,16361,9708,12514,12514,219543.859649123,9,0.0624124536368027,14,0.0716643505368754,"Mechanism",14
"19","FC.122A1in2_concatenated","FC_122","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",85,"Store4","Sprouts",59222209,57116177,146919,16361,9708,12514,12514,219543.859649123,9,0.0624124536368027,14,0.0716643505368754,"Group",27
"20","FC.122A1in2_concatenated","FC_122","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",85,"Store4","Sprouts",59222209,57116177,146919,16361,9708,12514,12514,219543.859649123,9,0.0624124536368027,14,0.0716643505368754,"Gene",66
"21","FC.122A_concatenated","FC_122","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",85,"Store4","Sprouts",42523674,41038940,98088,32208,14459,19089,19088,272685.714285715,8,0.094318020320558,17,0.114065020685015,"Class",8
"22","FC.122A_concatenated","FC_122","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",85,"Store4","Sprouts",42523674,41038940,98088,32208,14459,19089,19088,272685.714285715,8,0.094318020320558,17,0.114065020685015,"Mechanism",17
"23","FC.122A_concatenated","FC_122","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",85,"Store4","Sprouts",42523674,41038940,98088,32208,14459,19089,19088,272685.714285715,8,0.094318020320558,17,0.114065020685015,"Group",38
"24","FC.122A_concatenated","FC_122","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",85,"Store4","Sprouts",42523674,41038940,98088,32208,14459,19089,19088,272685.714285715,8,0.094318020320558,17,0.114065020685015,"Gene",98
"25","FC.123A1in2_concatenated","FC_123","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",90,"Store4","Sprouts",19036211,18357780,8595,8,6,271,271,4169.23076923078,9,1.66776167624893,14,1.99751184920938,"Class",9
"26","FC.123A1in2_concatenated","FC_123","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",90,"Store4","Sprouts",19036211,18357780,8595,8,6,271,271,4169.23076923078,9,1.66776167624893,14,1.99751184920938,"Mechanism",14
"27","FC.123A1in2_concatenated","FC_123","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",90,"Store4","Sprouts",19036211,18357780,8595,8,6,271,271,4169.23076923078,9,1.66776167624893,14,1.99751184920938,"Group",19
"28","FC.123A1in2_concatenated","FC_123","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",90,"Store4","Sprouts",19036211,18357780,8595,8,6,271,271,4169.23076923078,9,1.66776167624893,14,1.99751184920938,"Gene",80
"29","FC.123A_concatenated","FC_123","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",90,"Store4","Sprouts",37062617,35657217,20149,0,0,80,79,3038.46153846155,6,1.50775732175294,9,1.81835487929403,"Class",6
"30","FC.123A_concatenated","FC_123","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",90,"Store4","Sprouts",37062617,35657217,20149,0,0,80,79,3038.46153846155,6,1.50775732175294,9,1.81835487929403,"Mechanism",9
"31","FC.123A_concatenated","FC_123","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",90,"Store4","Sprouts",37062617,35657217,20149,0,0,80,79,3038.46153846155,6,1.50775732175294,9,1.81835487929403,"Group",16
"32","FC.123A_concatenated","FC_123","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",90,"Store4","Sprouts",37062617,35657217,20149,0,0,80,79,3038.46153846155,6,1.50775732175294,9,1.81835487929403,"Gene",44
"33","FC.133A1in2_concatenated","FC_133","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",15200330,14620247,27615,10148,5355,6833,6833,77647.7272727274,8,0.273814637617989,15,0.302584528787754,"Class",8
"34","FC.133A1in2_concatenated","FC_133","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",15200330,14620247,27615,10148,5355,6833,6833,77647.7272727274,8,0.273814637617989,15,0.302584528787754,"Mechanism",15
"35","FC.133A1in2_concatenated","FC_133","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",15200330,14620247,27615,10148,5355,6833,6833,77647.7272727274,8,0.273814637617989,15,0.302584528787754,"Group",26
"36","FC.133A1in2_concatenated","FC_133","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",15200330,14620247,27615,10148,5355,6833,6833,77647.7272727274,8,0.273814637617989,15,0.302584528787754,"Gene",90
"37","FC.133A_concatenated","FC_133","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",41617299,39968343,65852,498,446,628,628,25120.0000000001,7,0.393541589131304,9,0.422363576663134,"Class",7
"38","FC.133A_concatenated","FC_133","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",41617299,39968343,65852,498,446,628,628,25120.0000000001,7,0.393541589131304,9,0.422363576663134,"Mechanism",9
"39","FC.133A_concatenated","FC_133","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",41617299,39968343,65852,498,446,628,628,25120.0000000001,7,0.393541589131304,9,0.422363576663134,"Group",16
"40","FC.133A_concatenated","FC_133","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",92,"Store1","KingSoopers",41617299,39968343,65852,498,446,628,628,25120.0000000001,7,0.393541589131304,9,0.422363576663134,"Gene",27
"41","FC.134A1in2_concatenated","FC_134","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",34804270,33470715,52034,878,730,1161,1161,37451.6129032259,7,0.350399532407983,12,0.395016871006227,"Class",7
"42","FC.134A1in2_concatenated","FC_134","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",34804270,33470715,52034,878,730,1161,1161,37451.6129032259,7,0.350399532407983,12,0.395016871006227,"Mechanism",12
"43","FC.134A1in2_concatenated","FC_134","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",34804270,33470715,52034,878,730,1161,1161,37451.6129032259,7,0.350399532407983,12,0.395016871006227,"Group",24
"44","FC.134A1in2_concatenated","FC_134","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",34804270,33470715,52034,878,730,1161,1161,37451.6129032259,7,0.350399532407983,12,0.395016871006227,"Gene",62
"45","FC.134A_concatenated","FC_134","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",46514396,44608097,37377,634,582,984,984,28114.2857142858,8,0.43420470767573,14,0.523506576155261,"Class",8
"46","FC.134A_concatenated","FC_134","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",46514396,44608097,37377,634,582,984,984,28114.2857142858,8,0.43420470767573,14,0.523506576155261,"Mechanism",14
"47","FC.134A_concatenated","FC_134","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",46514396,44608097,37377,634,582,984,984,28114.2857142858,8,0.43420470767573,14,0.523506576155261,"Group",29
"48","FC.134A_concatenated","FC_134","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",80,"Store1","KingSoopers",46514396,44608097,37377,634,582,984,984,28114.2857142858,8,0.43420470767573,14,0.523506576155261,"Gene",63
"49","FC.142A1in2_concatenated","FC_142","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",41672381,40236202,81513,1097,909,1342,1342,40666.6666666668,7,0.174803344609661,11,0.221355326626818,"Class",7
"50","FC.142A1in2_concatenated","FC_142","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",41672381,40236202,81513,1097,909,1342,1342,40666.6666666668,7,0.174803344609661,11,0.221355326626818,"Mechanism",11
"51","FC.142A1in2_concatenated","FC_142","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",41672381,40236202,81513,1097,909,1342,1342,40666.6666666668,7,0.174803344609661,11,0.221355326626818,"Group",18
"52","FC.142A1in2_concatenated","FC_142","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",41672381,40236202,81513,1097,909,1342,1342,40666.6666666668,7,0.174803344609661,11,0.221355326626818,"Gene",33
"53","FC.142A_concatenated","FC_142","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",34983723,33538488,78496,5346,3793,5303,5302,106040,7,0.143629284877859,13,0.191136763445766,"Class",7
"54","FC.142A_concatenated","FC_142","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",34983723,33538488,78496,5346,3793,5303,5302,106040,7,0.143629284877859,13,0.191136763445766,"Mechanism",13
"55","FC.142A_concatenated","FC_142","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",34983723,33538488,78496,5346,3793,5303,5302,106040,7,0.143629284877859,13,0.191136763445766,"Group",28
"56","FC.142A_concatenated","FC_142","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",93,"Store3","Safeway",34983723,33538488,78496,5346,3793,5303,5302,106040,7,0.143629284877859,13,0.191136763445766,"Gene",93
"57","FC.143A1in2_concatenated","FC_143","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",85,"Store3","Safeway",41210567,39588437,40161,318,257,448,448,11200,5,0.449872636670363,7,0.539213319988901,"Class",5
"58","FC.143A1in2_concatenated","FC_143","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",85,"Store3","Safeway",41210567,39588437,40161,318,257,448,448,11200,5,0.449872636670363,7,0.539213319988901,"Mechanism",7
"59","FC.143A1in2_concatenated","FC_143","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",85,"Store3","Safeway",41210567,39588437,40161,318,257,448,448,11200,5,0.449872636670363,7,0.539213319988901,"Group",12
"60","FC.143A1in2_concatenated","FC_143","Fort Collins","RWA","Half","Vacuum","Vacuum(N=16)",85,"Store3","Safeway",41210567,39588437,40161,318,257,448,448,11200,5,0.449872636670363,7,0.539213319988901,"Gene",38
"61","FC.143A_concatenated","FC_143","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",85,"Store3","Safeway",45442442,43529554,51204,392,356,627,627,11196.4285714286,6,0.577664571989938,8,0.664925205971147,"Class",6
"62","FC.143A_concatenated","FC_143","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",85,"Store3","Safeway",45442442,43529554,51204,392,356,627,627,11196.4285714286,6,0.577664571989938,8,0.664925205971147,"Mechanism",8
"63","FC.143A_concatenated","FC_143","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",85,"Store3","Safeway",45442442,43529554,51204,392,356,627,627,11196.4285714286,6,0.577664571989938,8,0.664925205971147,"Group",17
"64","FC.143A_concatenated","FC_143","Fort Collins","RWA","None","Vacuum","Vacuum(N=16)",85,"Store3","Safeway",45442442,43529554,51204,392,356,627,627,11196.4285714286,6,0.577664571989938,8,0.664925205971147,"Gene",55
"65","FC.161A1in2_concatenated","FC_161","Fort Collins","CONV","Half","Chub","Chub(N=8)",80,"Store1","KingSoopers",67058362,64579770,824877,77764,23388,34143,34142,588655.172413794,7,0.0329335397362847,9,0.723812194228699,"Class",7
"66","FC.161A1in2_concatenated","FC_161","Fort Collins","CONV","Half","Chub","Chub(N=8)",80,"Store1","KingSoopers",67058362,64579770,824877,77764,23388,34143,34142,588655.172413794,7,0.0329335397362847,9,0.723812194228699,"Mechanism",9
"67","FC.161A1in2_concatenated","FC_161","Fort Collins","CONV","Half","Chub","Chub(N=8)",80,"Store1","KingSoopers",67058362,64579770,824877,77764,23388,34143,34142,588655.172413794,7,0.0329335397362847,9,0.723812194228699,"Group",18
"68","FC.161A1in2_concatenated","FC_161","Fort Collins","CONV","Half","Chub","Chub(N=8)",80,"Store1","KingSoopers",67058362,64579770,824877,77764,23388,34143,34142,588655.172413794,7,0.0329335397362847,9,0.723812194228699,"Gene",48
"69","FC.161A_concatenated","FC_161","Fort Collins","CONV","None","Chub","Chub(N=8)",80,"Store1","KingSoopers",43515676,41896445,728548,296734,35273,51868,51868,700918.91891892,9,0.0410313099708002,15,0.711519483751716,"Class",9
"70","FC.161A_concatenated","FC_161","Fort Collins","CONV","None","Chub","Chub(N=8)",80,"Store1","KingSoopers",43515676,41896445,728548,296734,35273,51868,51868,700918.91891892,9,0.0410313099708002,15,0.711519483751716,"Mechanism",15
"71","FC.161A_concatenated","FC_161","Fort Collins","CONV","None","Chub","Chub(N=8)",80,"Store1","KingSoopers",43515676,41896445,728548,296734,35273,51868,51868,700918.91891892,9,0.0410313099708002,15,0.711519483751716,"Group",32
"72","FC.161A_concatenated","FC_161","Fort Collins","CONV","None","Chub","Chub(N=8)",80,"Store1","KingSoopers",43515676,41896445,728548,296734,35273,51868,51868,700918.91891892,9,0.0410313099708002,15,0.711519483751716,"Gene",103
"73","FC.162A1in2_concatenated","FC_162","Fort Collins","CONV","Half","Chub","Chub(N=8)",93,"Store1","KingSoopers",50459468,48697965,126973,946,810,1619,1618,29418.1818181819,9,0.527947482869668,16,0.786658365084393,"Class",9
"74","FC.162A1in2_concatenated","FC_162","Fort Collins","CONV","Half","Chub","Chub(N=8)",93,"Store1","KingSoopers",50459468,48697965,126973,946,810,1619,1618,29418.1818181819,9,0.527947482869668,16,0.786658365084393,"Mechanism",16
"75","FC.162A1in2_concatenated","FC_162","Fort Collins","CONV","Half","Chub","Chub(N=8)",93,"Store1","KingSoopers",50459468,48697965,126973,946,810,1619,1618,29418.1818181819,9,0.527947482869668,16,0.786658365084393,"Group",33
"76","FC.162A1in2_concatenated","FC_162","Fort Collins","CONV","Half","Chub","Chub(N=8)",93,"Store1","KingSoopers",50459468,48697965,126973,946,810,1619,1618,29418.1818181819,9,0.527947482869668,16,0.786658365084393,"Gene",71
"77","FC.162A_concatenated","FC_162","Fort Collins","CONV","None","Chub","Chub(N=8)",93,"Store1","KingSoopers",54399943,52389506,165437,1919,1647,2792,2790,31704.5454545455,9,0.6314626402763,19,1.08492700256151,"Class",9
"78","FC.162A_concatenated","FC_162","Fort Collins","CONV","None","Chub","Chub(N=8)",93,"Store1","KingSoopers",54399943,52389506,165437,1919,1647,2792,2790,31704.5454545455,9,0.6314626402763,19,1.08492700256151,"Mechanism",19
"79","FC.162A_concatenated","FC_162","Fort Collins","CONV","None","Chub","Chub(N=8)",93,"Store1","KingSoopers",54399943,52389506,165437,1919,1647,2792,2790,31704.5454545455,9,0.6314626402763,19,1.08492700256151,"Group",46
"80","FC.162A_concatenated","FC_162","Fort Collins","CONV","None","Chub","Chub(N=8)",93,"Store1","KingSoopers",54399943,52389506,165437,1919,1647,2792,2790,31704.5454545455,9,0.6314626402763,19,1.08492700256151,"Gene",103
"81","FC.172A1in2_concatenated","FC_172","Fort Collins","CONV","Half","TrayOverwrap","TrayOverwrap(N=6)",80,"Store3","Safeway",39790090,38407079,1104944,22850,11170,20120,20117,264697.368421053,8,0.315449899368381,14,0.364235678616431,"Class",8
"82","FC.172A1in2_concatenated","FC_172","Fort Collins","CONV","Half","TrayOverwrap","TrayOverwrap(N=6)",80,"Store3","Safeway",39790090,38407079,1104944,22850,11170,20120,20117,264697.368421053,8,0.315449899368381,14,0.364235678616431,"Mechanism",14
"83","FC.172A1in2_concatenated","FC_172","Fort Collins","CONV","Half","TrayOverwrap","TrayOverwrap(N=6)",80,"Store3","Safeway",39790090,38407079,1104944,22850,11170,20120,20117,264697.368421053,8,0.315449899368381,14,0.364235678616431,"Group",39
"84","FC.172A1in2_concatenated","FC_172","Fort Collins","CONV","Half","TrayOverwrap","TrayOverwrap(N=6)",80,"Store3","Safeway",39790090,38407079,1104944,22850,11170,20120,20117,264697.368421053,8,0.315449899368381,14,0.364235678616431,"Gene",101
"85","FC.172A_concatenated","FC_172","Fort Collins","CONV","None","TrayOverwrap","TrayOverwrap(N=6)",80,"Store3","Safeway",45710363,44090217,1410649,1025,930,2147,2146,69225.8064516132,7,0.655851164370814,13,0.722380774868843,"Class",7
"86","FC.172A_concatenated","FC_172","Fort Collins","CONV","None","TrayOverwrap","TrayOverwrap(N=6)",80,"Store3","Safeway",45710363,44090217,1410649,1025,930,2147,2146,69225.8064516132,7,0.655851164370814,13,0.722380774868843,"Mechanism",13
"87","FC.172A_concatenated","FC_172","Fort Collins","CONV","None","TrayOverwrap","TrayOverwrap(N=6)",80,"Store3","Safeway",45710363,44090217,1410649,1025,930,2147,2146,69225.8064516132,7,0.655851164370814,13,0.722380774868843,"Group",29
"88","FC.172A_concatenated","FC_172","Fort Collins","CONV","None","TrayOverwrap","TrayOverwrap(N=6)",80,"Store3","Safeway",45710363,44090217,1410649,1025,930,2147,2146,69225.8064516132,7,0.655851164370814,13,0.722380774868843,"Gene",48
"89","FC.177A1in2_concatenated","FC_177","Fort Collins","CONV","Half","TrayOverwrap","TrayOverwrap(N=6)",93,"Store5","Walmart",54833376,52650008,45942,4894,3473,5686,5327,21566.8016194332,13,0.943432563348337,22,1.5038647861473,"Class",13
"90","FC.177A1in2_concatenated","FC_177","Fort Collins","CONV","Half","TrayOverwrap","TrayOverwrap(N=6)",93,"Store5","Walmart",54833376,52650008,45942,4894,3473,5686,5327,21566.8016194332,13,0.943432563348337,22,1.5038647861473,"Mechanism",22
"91","FC.177A1in2_concatenated","FC_177","Fort Collins","CONV","Half","TrayOverwrap","TrayOverwrap(N=6)",93,"Store5","Walmart",54833376,52650008,45942,4894,3473,5686,5327,21566.8016194332,13,0.943432563348337,22,1.5038647861473,"Group",71
"92","FC.177A1in2_concatenated","FC_177","Fort Collins","CONV","Half","TrayOverwrap","TrayOverwrap(N=6)",93,"Store5","Walmart",54833376,52650008,45942,4894,3473,5686,5327,21566.8016194332,13,0.943432563348337,22,1.5038647861473,"Gene",189
"93","FC.177A_concatenated","FC_177","Fort Collins","CONV","None","TrayOverwrap","TrayOverwrap(N=6)",93,"Store5","Walmart",40915803,39211802,41483,9114,5417,10290,9843,30379.6296296296,11,0.97801303471405,22,1.52348579058652,"Class",11
"94","FC.177A_concatenated","FC_177","Fort Collins","CONV","None","TrayOverwrap","TrayOverwrap(N=6)",93,"Store5","Walmart",40915803,39211802,41483,9114,5417,10290,9843,30379.6296296296,11,0.97801303471405,22,1.52348579058652,"Mechanism",22
"95","FC.177A_concatenated","FC_177","Fort Collins","CONV","None","TrayOverwrap","TrayOverwrap(N=6)",93,"Store5","Walmart",40915803,39211802,41483,9114,5417,10290,9843,30379.6296296296,11,0.97801303471405,22,1.52348579058652,"Group",76
"96","FC.177A_concatenated","FC_177","Fort Collins","CONV","None","TrayOverwrap","TrayOverwrap(N=6)",93,"Store5","Walmart",40915803,39211802,41483,9114,5417,10290,9843,30379.6296296296,11,0.97801303471405,22,1.52348579058652,"Gene",274
"97","FC.181A1in2_concatenated","FC_181","Fort Collins","CONV","Half","StoreGrind","StoreGrind(N=2)",90,"Store1","KingSoopers",44527155,43105651,50912,4,4,135,135,3214.28571428572,8,1.55120703295688,11,1.85318071562781,"Class",8
"98","FC.181A1in2_concatenated","FC_181","Fort Collins","CONV","Half","StoreGrind","StoreGrind(N=2)",90,"Store1","KingSoopers",44527155,43105651,50912,4,4,135,135,3214.28571428572,8,1.55120703295688,11,1.85318071562781,"Mechanism",11
"99","FC.181A1in2_concatenated","FC_181","Fort Collins","CONV","Half","StoreGrind","StoreGrind(N=2)",90,"Store1","KingSoopers",44527155,43105651,50912,4,4,135,135,3214.28571428572,8,1.55120703295688,11,1.85318071562781,"Group",19
"100","FC.181A1in2_concatenated","FC_181","Fort Collins","CONV","Half","StoreGrind","StoreGrind(N=2)",90,"Store1","KingSoopers",44527155,43105651,50912,4,4,135,135,3214.28571428572,8,1.55120703295688,11,1.85318071562781,"Gene",40
"101","FC.181A_concatenated","FC_181","Fort Collins","CONV","None","StoreGrind","StoreGrind(N=2)",90,"Store1","KingSoopers",50492224,48832439,66376,30,25,266,265,8030.30303030306,7,1.23167358562384,12,1.47743137027696,"Class",7
"102","FC.181A_concatenated","FC_181","Fort Collins","CONV","None","StoreGrind","StoreGrind(N=2)",90,"Store1","KingSoopers",50492224,48832439,66376,30,25,266,265,8030.30303030306,7,1.23167358562384,12,1.47743137027696,"Mechanism",12
"103","FC.181A_concatenated","FC_181","Fort Collins","CONV","None","StoreGrind","StoreGrind(N=2)",90,"Store1","KingSoopers",50492224,48832439,66376,30,25,266,265,8030.30303030306,7,1.23167358562384,12,1.47743137027696,"Group",20
"104","FC.181A_concatenated","FC_181","Fort Collins","CONV","None","StoreGrind","StoreGrind(N=2)",90,"Store1","KingSoopers",50492224,48832439,66376,30,25,266,265,8030.30303030306,7,1.23167358562384,12,1.47743137027696,"Gene",58
"105","FC.186A1in2_concatenated","FC_186","Fort Collins","CONV","Half","Chub","Chub(N=8)",80,"Store5","Walmart",54816543,52698955,1069355,112968,15927,25356,25356,352166.666666667,7,0.371592608751934,15,0.769930326412514,"Class",7
"106","FC.186A1in2_concatenated","FC_186","Fort Collins","CONV","Half","Chub","Chub(N=8)",80,"Store5","Walmart",54816543,52698955,1069355,112968,15927,25356,25356,352166.666666667,7,0.371592608751934,15,0.769930326412514,"Mechanism",15
"107","FC.186A1in2_concatenated","FC_186","Fort Collins","CONV","Half","Chub","Chub(N=8)",80,"Store5","Walmart",54816543,52698955,1069355,112968,15927,25356,25356,352166.666666667,7,0.371592608751934,15,0.769930326412514,"Group",35
"108","FC.186A1in2_concatenated","FC_186","Fort Collins","CONV","Half","Chub","Chub(N=8)",80,"Store5","Walmart",54816543,52698955,1069355,112968,15927,25356,25356,352166.666666667,7,0.371592608751934,15,0.769930326412514,"Gene",78
"109","FC.186A_concatenated","FC_186","Fort Collins","CONV","None","Chub","Chub(N=8)",80,"Store5","Walmart",46960256,45204364,736031,283498,19464,30259,30257,355964.705882353,9,0.450072290693454,17,0.950269853787641,"Class",9
"110","FC.186A_concatenated","FC_186","Fort Collins","CONV","None","Chub","Chub(N=8)",80,"Store5","Walmart",46960256,45204364,736031,283498,19464,30259,30257,355964.705882353,9,0.450072290693454,17,0.950269853787641,"Mechanism",17
"111","FC.186A_concatenated","FC_186","Fort Collins","CONV","None","Chub","Chub(N=8)",80,"Store5","Walmart",46960256,45204364,736031,283498,19464,30259,30257,355964.705882353,9,0.450072290693454,17,0.950269853787641,"Group",44
"112","FC.186A_concatenated","FC_186","Fort Collins","CONV","None","Chub","Chub(N=8)",80,"Store5","Walmart",46960256,45204364,736031,283498,19464,30259,30257,355964.705882353,9,0.450072290693454,17,0.950269853787641,"Gene",95
"113","FC.195A1in2_concatenated","FC_195","Fort Collins","CONV","Half","Chub","Chub(N=8)",85,"Store5","Walmart",43918073,42408126,175310,15394,6438,10623,10622,165968.75,8,0.202966718895295,15,0.430343403833036,"Class",8
